CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1Pro 3 ; Serial number 0"
DESCRIPTOR	"Chart 2033 Patches"
FILTER	""
CREATED		"2025-04-06T20:23:11"

NUMBER_OF_FIELDS	5
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	
END_DATA_FORMAT

NUMBER_OF_SETS	2033
BEGIN_DATA
1961	-	   69.55	  106.25	    0.00	
1962	-	  231.82	  191.25	  231.82	
1963	-	  139.09	  127.50	  185.45	
1964	-	  255.00	   42.50	  115.91	
1965	-	  208.64	   85.00	    0.00	
1966	-	   92.73	  170.00	   23.18	
1967	-	  185.45	  212.50	   23.18	
1968	-	  208.64	  106.25	    0.00	
1969	-	  255.00	   42.50	   92.73	
1970	-	  255.00	  127.50	   46.36	
1971	-	  255.00	   42.50	   69.55	
1972	-	   46.36	   85.00	    0.00	
1973	-	    0.00	   63.75	    0.00	
1974	-	    0.00	   85.00	  115.91	
1975	-	  208.64	  148.75	  162.27	
1976	-	   69.55	  233.75	    0.00	
1977	-	  185.45	  191.25	   23.18	
1978	-	  139.64	  139.64	  139.64	
1979	-	  164.77	  201.38	  164.77	
1980	-	  115.91	  127.50	  255.00	
1981	-	   23.18	  127.50	  231.82	
1982	-	  162.27	   63.75	  185.45	
1983	-	  255.00	  255.00	  139.09	
1984	-	  185.45	  148.75	   23.18	
1985	-	  115.91	  233.75	   23.18	
1986	-	   69.55	  212.50	  231.82	
1987	-	  236.79	  236.79	  236.79	
1988	-	  115.91	  170.00	  255.00	
1989	-	   92.73	   42.50	   69.55	
1990	-	  139.09	  106.25	   46.36	
1991	-	  139.09	   21.25	    0.00	
1992	-	  185.45	  106.25	   92.73	
1993	-	    0.00	  127.50	  185.45	
1994	-	  200.36	  200.36	  200.36	
1995	-	   92.73	    0.00	  255.00	
1996	-	  255.00	   42.50	  185.45	
1997	-	   92.73	  170.00	  162.27	
1998	-	   69.55	    0.00	  185.45	
1999	-	   23.18	   21.25	  231.82	
2000	-	  139.09	    0.00	  231.82	
2001	-	  223.62	  223.62	  255.00	
2002	-	  208.64	    0.00	  255.00	
2003	-	   69.55	  255.00	   69.55	
2004	-	  208.64	    0.00	    0.00	
2005	-	  231.82	   85.00	   92.73	
2006	-	  208.64	   42.50	   46.36	
2007	-	  115.91	  233.75	  115.91	
2008	-	  162.27	  127.50	  208.64	
2009	-	  231.82	  127.50	  231.82	
2010	-	  255.00	    0.00	  231.82	
2011	-	    0.00	   63.75	   23.18	
2012	-	   23.18	  212.50	    0.00	
2013	-	  185.45	    0.00	  255.00	
2014	-	   92.73	   85.00	  139.09	
2015	-	    0.00	   85.00	    0.00	
2016	-	  100.69	   82.38	   82.38	
2017	-	    0.00	   63.75	  255.00	
2018	-	   92.73	  191.25	   23.18	
2019	-	   92.73	  148.75	  139.09	
2020	-	  139.09	  170.00	   69.55	
2021	-	  255.00	  148.75	  231.82	
2022	-	  231.82	  191.25	   92.73	
2023	-	    0.00	  148.75	    0.00	
2024	-	  115.91	  148.75	    0.00	
2025	-	  208.64	  191.25	  162.27	
2026	-	  115.91	  233.75	    0.00	
2027	-	  231.82	  148.75	  231.82	
2028	-	  115.91	   21.25	   92.73	
2029	-	   92.73	  255.00	   69.55	
2030	-	   69.55	  127.50	  208.64	
2031	-	   23.18	  106.25	   69.55	
2032	-	   46.36	  148.75	  255.00	
2033	-	  139.09	  127.50	  255.00	
END_DATA
